incident_number,station_code,assignment_role,dispatched_at,cleared_at
INC-20240110-025513,STA-086,Water Tender,2024-01-10T17:10:49+00:00,2024-01-10T21:28:49+00:00
INC-20250410-025514,STA-013,Rescue Squad,2025-04-10T04:25:31+00:00,2025-04-10T10:27:31+00:00
INC-20250313-025515,STA-053,Ladder Truck,2025-03-13T04:40:52+00:00,2025-03-13T09:46:52+00:00
INC-20250313-025515,STA-058,Battalion Chief,2025-03-13T04:40:52+00:00,2025-03-13T09:42:52+00:00
INC-20250122-025516,STA-067,Hazmat Unit,2025-01-22T20:22:44+00:00,2025-01-22T21:26:44+00:00
INC-20250122-025516,STA-079,Hazmat Unit,2025-01-22T20:22:44+00:00,2025-01-22T21:23:44+00:00
INC-20250122-025516,STA-033,Rescue Squad,2025-01-22T20:20:44+00:00,2025-01-22T21:18:44+00:00
INC-20240121-025517,STA-020,Ladder Truck,2024-01-21T01:31:56+00:00,2024-01-21T08:56:56+00:00
INC-20240117-025518,STA-015,Water Tender,2024-01-17T11:02:22+00:00,2024-01-17T18:41:22+00:00
INC-20250521-025519,STA-001,Rescue Squad,2025-05-21T15:04:58+00:00,2025-05-21T20:58:58+00:00
INC-20250314-025520,STA-043,Primary Engine,2025-03-14T15:58:44+00:00,2025-03-14T19:17:44+00:00
INC-20250314-025520,STA-010,Water Tender,2025-03-14T16:00:44+00:00,2025-03-14T19:23:44+00:00
INC-20250314-025520,STA-061,Water Tender,2025-03-14T15:59:44+00:00,2025-03-14T18:57:44+00:00
INC-20241221-025521,STA-037,Battalion Chief,2024-12-21T16:46:12+00:00,2024-12-21T21:31:12+00:00
INC-20250613-025522,STA-054,Hazmat Unit,2025-06-13T18:55:52+00:00,2025-06-13T20:51:52+00:00
INC-20250613-025522,STA-014,Battalion Chief,2025-06-13T18:56:52+00:00,2025-06-13T20:31:52+00:00
INC-20250613-025522,STA-075,Battalion Chief,2025-06-13T18:56:52+00:00,2025-06-13T20:54:52+00:00
INC-20241202-025523,STA-100,Primary Engine,2024-12-02T23:31:01+00:00,2024-12-03T04:08:01+00:00
INC-20241202-025523,STA-049,Battalion Chief,2024-12-02T23:30:01+00:00,2024-12-03T03:58:01+00:00
INC-20231026-025524,STA-004,Water Tender,2023-10-26T18:17:20+00:00,2023-10-26T23:22:20+00:00
INC-20231026-025524,STA-056,Water Tender,2023-10-26T18:17:20+00:00,2023-10-26T22:59:20+00:00
INC-20231026-025524,STA-024,Primary Engine,2023-10-26T18:17:20+00:00,2023-10-26T23:15:20+00:00
INC-20250305-025525,STA-022,Water Tender,2025-03-05T07:41:46+00:00,2025-03-05T11:43:46+00:00
INC-20251013-025526,STA-012,Rescue Squad,2025-10-13T14:41:00+00:00,2025-10-13T16:04:00+00:00
INC-20251013-025526,STA-050,Primary Engine,2025-10-13T14:43:00+00:00,2025-10-13T15:51:00+00:00
INC-20251013-025526,STA-014,Hazmat Unit,2025-10-13T14:43:00+00:00,2025-10-13T15:46:00+00:00
INC-20230503-025527,STA-009,Ladder Truck,2023-05-03T17:50:23+00:00,2023-05-03T23:32:23+00:00
INC-20250201-025528,STA-078,Water Tender,2025-02-01T22:29:27+00:00,2025-02-02T04:59:27+00:00
INC-20250201-025528,STA-088,Hazmat Unit,2025-02-01T22:32:27+00:00,2025-02-02T05:16:27+00:00
INC-20250922-025529,STA-048,Rescue Squad,2025-09-22T08:22:04+00:00,2025-09-22T09:21:04+00:00
INC-20240815-025530,STA-026,Rescue Squad,2024-08-15T19:15:17+00:00,2024-08-16T03:04:17+00:00
INC-20250718-025531,STA-065,Water Tender,2025-07-18T10:55:37+00:00,2025-07-18T12:44:37+00:00
INC-20250718-025531,STA-088,Hazmat Unit,2025-07-18T10:55:37+00:00,2025-07-18T13:10:37+00:00
INC-20250912-025532,STA-003,Ladder Truck,2025-09-12T04:29:37+00:00,2025-09-12T07:18:37+00:00
INC-20250827-025533,STA-034,Hazmat Unit,2025-08-27T11:18:13+00:00,2025-08-27T16:32:13+00:00
INC-20241221-025534,STA-043,Hazmat Unit,2024-12-21T07:49:17+00:00,2024-12-21T08:57:17+00:00
INC-20241221-025534,STA-020,Ladder Truck,2024-12-21T07:49:17+00:00,2024-12-21T09:16:17+00:00
INC-20241221-025534,STA-022,Battalion Chief,2024-12-21T07:51:17+00:00,2024-12-21T09:18:17+00:00
INC-20241001-025535,STA-004,Ladder Truck,2024-10-01T03:08:06+00:00,2024-10-01T08:30:06+00:00
INC-20241001-025535,STA-021,Rescue Squad,2024-10-01T03:06:06+00:00,2024-10-01T08:15:06+00:00
INC-20241003-025536,STA-027,Primary Engine,2024-10-03T13:03:10+00:00,2024-10-03T17:01:10+00:00
INC-20241003-025536,STA-083,Hazmat Unit,2024-10-03T13:03:10+00:00,2024-10-03T16:55:10+00:00
INC-20241122-025537,STA-083,Primary Engine,2024-11-22T03:50:27+00:00,2024-11-22T08:23:27+00:00
INC-20241122-025537,STA-048,Primary Engine,2024-11-22T03:47:27+00:00,2024-11-22T08:26:27+00:00
INC-20241122-025537,STA-099,Battalion Chief,2024-11-22T03:50:27+00:00,2024-11-22T07:47:27+00:00
INC-20240305-025538,STA-066,Water Tender,2024-03-05T14:39:45+00:00,2024-03-05T17:55:45+00:00
INC-20240305-025538,STA-018,Battalion Chief,2024-03-05T14:40:45+00:00,2024-03-05T18:19:45+00:00
INC-20240305-025538,STA-024,Ladder Truck,2024-03-05T14:40:45+00:00,2024-03-05T17:52:45+00:00
INC-20241124-025539,STA-025,Water Tender,2024-11-24T21:31:14+00:00,2024-11-25T01:21:14+00:00
INC-20241124-025539,STA-017,Hazmat Unit,2024-11-24T21:27:14+00:00,2024-11-25T01:05:14+00:00
INC-20251001-025540,STA-016,Ladder Truck,2025-10-01T20:54:18+00:00,2025-10-02T01:31:18+00:00
INC-20251019-025541,STA-006,Water Tender,2025-10-19T20:23:10+00:00,2025-10-20T01:44:10+00:00
INC-20251019-025541,STA-100,Battalion Chief,2025-10-19T20:22:10+00:00,2025-10-20T02:02:10+00:00
INC-20251019-025541,STA-084,Primary Engine,2025-10-19T20:23:10+00:00,2025-10-20T01:48:10+00:00
INC-20250521-025542,STA-084,Water Tender,2025-05-21T06:36:52+00:00,2025-05-21T15:13:52+00:00
INC-20250915-025543,STA-061,Rescue Squad,2025-09-15T07:53:57+00:00,2025-09-15T10:26:57+00:00
INC-20250915-025543,STA-053,Hazmat Unit,2025-09-15T07:54:57+00:00,2025-09-15T10:38:57+00:00
INC-20250915-025543,STA-042,Ladder Truck,2025-09-15T07:50:57+00:00,2025-09-15T10:24:57+00:00
INC-20251110-025544,STA-052,Primary Engine,2025-11-10T07:27:50+00:00,2025-11-10T16:04:50+00:00
INC-20230112-025545,STA-078,Water Tender,2023-01-12T14:06:47+00:00,2023-01-12T19:07:47+00:00
INC-20251027-025546,STA-052,Water Tender,2025-10-28T00:02:50+00:00,2025-10-28T06:32:50+00:00
INC-20251027-025546,STA-053,Rescue Squad,2025-10-28T00:04:50+00:00,2025-10-28T07:08:50+00:00
INC-20250131-025547,STA-003,Rescue Squad,2025-01-31T05:43:31+00:00,2025-01-31T12:09:31+00:00
INC-20250928-025548,STA-071,Primary Engine,2025-09-28T03:35:55+00:00,2025-09-28T09:31:55+00:00
INC-20250928-025548,STA-056,Hazmat Unit,2025-09-28T03:39:55+00:00,2025-09-28T09:13:55+00:00
INC-20250725-025549,STA-090,Ladder Truck,2025-07-25T00:54:07+00:00,2025-07-25T08:17:07+00:00
INC-20250725-025549,STA-030,Ladder Truck,2025-07-25T00:52:07+00:00,2025-07-25T08:20:07+00:00
INC-20230126-025550,STA-080,Water Tender,2023-01-26T21:00:54+00:00,2023-01-27T03:27:54+00:00
INC-20241230-025551,STA-040,Primary Engine,2024-12-30T23:37:52+00:00,2024-12-31T03:01:52+00:00
INC-20241230-025551,STA-068,Primary Engine,2024-12-30T23:35:52+00:00,2024-12-31T03:02:52+00:00
INC-20241230-025551,STA-025,Primary Engine,2024-12-30T23:38:52+00:00,2024-12-31T03:12:52+00:00
INC-20250225-025552,STA-036,Water Tender,2025-02-25T05:23:45+00:00,2025-02-25T07:18:45+00:00
INC-20250225-025552,STA-009,Hazmat Unit,2025-02-25T05:25:45+00:00,2025-02-25T06:57:45+00:00
INC-20250919-025553,STA-013,Hazmat Unit,2025-09-19T15:15:57+00:00,2025-09-19T21:12:57+00:00
INC-20250919-025553,STA-074,Primary Engine,2025-09-19T15:15:57+00:00,2025-09-19T21:30:57+00:00
INC-20250711-025554,STA-024,Rescue Squad,2025-07-11T14:57:17+00:00,2025-07-11T21:04:17+00:00
INC-20250805-025555,STA-073,Water Tender,2025-08-05T22:38:33+00:00,2025-08-06T06:56:33+00:00
INC-20240517-025556,STA-035,Ladder Truck,2024-05-17T22:16:17+00:00,2024-05-18T00:32:17+00:00
INC-20250104-025557,STA-024,Hazmat Unit,2025-01-04T05:12:55+00:00,2025-01-04T09:13:55+00:00
INC-20250104-025557,STA-093,Hazmat Unit,2025-01-04T05:12:55+00:00,2025-01-04T09:01:55+00:00
INC-20250104-025557,STA-072,Battalion Chief,2025-01-04T05:15:55+00:00,2025-01-04T09:02:55+00:00
INC-20250326-025558,STA-028,Ladder Truck,2025-03-26T13:38:35+00:00,2025-03-26T21:54:35+00:00
INC-20250106-025559,STA-086,Hazmat Unit,2025-01-06T17:35:32+00:00,2025-01-06T22:04:32+00:00
INC-20250115-025560,STA-090,Hazmat Unit,2025-01-15T15:41:02+00:00,2025-01-15T23:20:02+00:00
INC-20240607-025561,STA-076,Water Tender,2024-06-07T04:26:29+00:00,2024-06-07T05:36:29+00:00
INC-20251031-025562,STA-058,Hazmat Unit,2025-10-31T16:22:08+00:00,2025-10-31T20:25:08+00:00
INC-20251031-025562,STA-029,Rescue Squad,2025-10-31T16:20:08+00:00,2025-10-31T20:28:08+00:00
INC-20240426-025563,STA-086,Ladder Truck,2024-04-26T08:01:43+00:00,2024-04-26T16:23:43+00:00
INC-20240426-025563,STA-089,Ladder Truck,2024-04-26T07:57:43+00:00,2024-04-26T15:52:43+00:00
INC-20240426-025563,STA-084,Battalion Chief,2024-04-26T08:01:43+00:00,2024-04-26T16:04:43+00:00
INC-20250228-025564,STA-094,Rescue Squad,2025-02-28T20:53:36+00:00,2025-03-01T04:26:36+00:00
INC-20250930-025565,STA-006,Battalion Chief,2025-09-30T19:51:31+00:00,2025-10-01T01:36:31+00:00
INC-20250930-025565,STA-089,Water Tender,2025-09-30T19:51:31+00:00,2025-10-01T01:08:31+00:00
INC-20250930-025565,STA-011,Primary Engine,2025-09-30T19:52:31+00:00,2025-10-01T01:12:31+00:00
INC-20240120-025566,STA-037,Hazmat Unit,2024-01-20T06:25:50+00:00,2024-01-20T08:13:50+00:00
INC-20241126-025567,STA-004,Ladder Truck,2024-11-26T07:37:06+00:00,2024-11-26T10:08:06+00:00
INC-20241126-025567,STA-001,Rescue Squad,2024-11-26T07:39:06+00:00,2024-11-26T09:59:06+00:00
INC-20241126-025567,STA-092,Primary Engine,2024-11-26T07:38:06+00:00,2024-11-26T10:15:06+00:00
INC-20250326-025568,STA-049,Primary Engine,2025-03-26T00:46:29+00:00,2025-03-26T08:54:29+00:00
INC-20251017-025569,STA-054,Ladder Truck,2025-10-17T12:47:38+00:00,2025-10-17T19:33:38+00:00
INC-20251017-025569,STA-008,Ladder Truck,2025-10-17T12:48:38+00:00,2025-10-17T20:02:38+00:00
INC-20250723-025570,STA-083,Battalion Chief,2025-07-23T07:40:14+00:00,2025-07-23T13:47:14+00:00
INC-20241227-025571,STA-008,Primary Engine,2024-12-27T21:13:00+00:00,2024-12-28T01:52:00+00:00
INC-20241227-025571,STA-038,Hazmat Unit,2024-12-27T21:11:00+00:00,2024-12-28T01:29:00+00:00
INC-20250608-025572,STA-038,Water Tender,2025-06-08T21:25:09+00:00,2025-06-08T23:51:09+00:00
INC-20250821-025573,STA-067,Ladder Truck,2025-08-21T10:45:09+00:00,2025-08-21T18:46:09+00:00
INC-20251104-025574,STA-082,Ladder Truck,2025-11-04T11:46:24+00:00,2025-11-04T15:36:24+00:00
INC-20251104-025574,STA-032,Rescue Squad,2025-11-04T11:44:24+00:00,2025-11-04T15:59:24+00:00
INC-20240427-025575,STA-007,Battalion Chief,2024-04-27T13:45:41+00:00,2024-04-27T19:18:41+00:00
INC-20240427-025575,STA-058,Hazmat Unit,2024-04-27T13:44:41+00:00,2024-04-27T18:54:41+00:00
INC-20250404-025576,STA-003,Primary Engine,2025-04-04T08:10:34+00:00,2025-04-04T11:58:34+00:00
INC-20250404-025576,STA-078,Hazmat Unit,2025-04-04T08:11:34+00:00,2025-04-04T12:06:34+00:00
INC-20250718-025577,STA-099,Primary Engine,2025-07-18T07:22:29+00:00,2025-07-18T11:03:29+00:00
INC-20250507-025578,STA-012,Hazmat Unit,2025-05-07T18:13:18+00:00,2025-05-07T23:45:18+00:00
INC-20240522-025579,STA-079,Ladder Truck,2024-05-22T17:02:00+00:00,2024-05-22T18:32:00+00:00
INC-20240522-025579,STA-063,Hazmat Unit,2024-05-22T17:02:00+00:00,2024-05-22T18:49:00+00:00
INC-20240522-025579,STA-008,Battalion Chief,2024-05-22T17:00:00+00:00,2024-05-22T18:32:00+00:00
INC-20240808-025580,STA-070,Ladder Truck,2024-08-08T14:04:59+00:00,2024-08-08T15:39:59+00:00
INC-20240808-025580,STA-085,Battalion Chief,2024-08-08T14:01:59+00:00,2024-08-08T15:25:59+00:00
INC-20240808-025580,STA-013,Primary Engine,2024-08-08T14:00:59+00:00,2024-08-08T15:24:59+00:00
INC-20240607-025581,STA-027,Rescue Squad,2024-06-07T07:56:14+00:00,2024-06-07T15:28:14+00:00
INC-20240607-025581,STA-074,Battalion Chief,2024-06-07T07:57:14+00:00,2024-06-07T15:21:14+00:00
INC-20240607-025581,STA-033,Primary Engine,2024-06-07T07:53:14+00:00,2024-06-07T15:39:14+00:00
INC-20250717-025582,STA-004,Ladder Truck,2025-07-17T02:46:04+00:00,2025-07-17T10:04:04+00:00
INC-20250907-025583,STA-064,Primary Engine,2025-09-07T20:36:51+00:00,2025-09-08T03:46:51+00:00
INC-20251108-025584,STA-048,Hazmat Unit,2025-11-08T01:04:33+00:00,2025-11-08T05:27:33+00:00
INC-20251108-025584,STA-059,Ladder Truck,2025-11-08T01:02:33+00:00,2025-11-08T05:34:33+00:00
INC-20251108-025584,STA-026,Battalion Chief,2025-11-08T01:02:33+00:00,2025-11-08T05:43:33+00:00
INC-20250205-025585,STA-017,Ladder Truck,2025-02-05T09:37:18+00:00,2025-02-05T12:37:18+00:00
INC-20241103-025586,STA-064,Water Tender,2024-11-03T05:26:39+00:00,2024-11-03T08:56:39+00:00
INC-20241103-025586,STA-006,Primary Engine,2024-11-03T05:24:39+00:00,2024-11-03T08:34:39+00:00
INC-20241103-025586,STA-032,Rescue Squad,2024-11-03T05:26:39+00:00,2024-11-03T08:55:39+00:00
INC-20241209-025587,STA-082,Rescue Squad,2024-12-09T17:21:45+00:00,2024-12-09T21:22:45+00:00
INC-20240715-025588,STA-091,Primary Engine,2024-07-15T20:27:55+00:00,2024-07-15T23:15:55+00:00
INC-20240715-025588,STA-072,Hazmat Unit,2024-07-15T20:27:55+00:00,2024-07-15T23:33:55+00:00
INC-20250313-025589,STA-001,Hazmat Unit,2025-03-13T07:55:34+00:00,2025-03-13T11:13:34+00:00
INC-20250617-025590,STA-087,Rescue Squad,2025-06-17T09:32:52+00:00,2025-06-17T16:30:52+00:00
INC-20250617-025590,STA-044,Ladder Truck,2025-06-17T09:30:52+00:00,2025-06-17T16:17:52+00:00
INC-20250617-025590,STA-046,Rescue Squad,2025-06-17T09:29:52+00:00,2025-06-17T16:04:52+00:00
INC-20250911-025591,STA-074,Primary Engine,2025-09-11T18:30:07+00:00,2025-09-11T21:13:07+00:00
INC-20250911-025591,STA-031,Primary Engine,2025-09-11T18:31:07+00:00,2025-09-11T20:51:07+00:00
INC-20250519-025592,STA-030,Water Tender,2025-05-19T16:34:07+00:00,2025-05-20T01:17:07+00:00
INC-20250519-025592,STA-087,Hazmat Unit,2025-05-19T16:37:07+00:00,2025-05-20T00:56:07+00:00
INC-20250519-025592,STA-062,Battalion Chief,2025-05-19T16:34:07+00:00,2025-05-20T00:43:07+00:00
INC-20250419-025593,STA-081,Primary Engine,2025-04-19T21:50:21+00:00,2025-04-20T04:25:21+00:00
INC-20250419-025593,STA-066,Hazmat Unit,2025-04-19T21:52:21+00:00,2025-04-20T04:24:21+00:00
INC-20241227-025594,STA-059,Hazmat Unit,2024-12-27T04:20:28+00:00,2024-12-27T05:59:28+00:00
INC-20241227-025594,STA-066,Battalion Chief,2024-12-27T04:23:28+00:00,2024-12-27T05:47:28+00:00
INC-20241227-025594,STA-075,Rescue Squad,2024-12-27T04:19:28+00:00,2024-12-27T05:35:28+00:00
INC-20250121-025595,STA-010,Water Tender,2025-01-21T03:36:19+00:00,2025-01-21T04:37:19+00:00
INC-20250916-025596,STA-048,Hazmat Unit,2025-09-16T10:56:53+00:00,2025-09-16T17:35:53+00:00
INC-20250916-025596,STA-090,Rescue Squad,2025-09-16T10:54:53+00:00,2025-09-16T17:29:53+00:00
INC-20241223-025597,STA-062,Hazmat Unit,2024-12-23T08:52:27+00:00,2024-12-23T10:52:27+00:00
INC-20241223-025597,STA-088,Battalion Chief,2024-12-23T08:51:27+00:00,2024-12-23T10:37:27+00:00
INC-20250202-025598,STA-011,Rescue Squad,2025-02-02T13:12:25+00:00,2025-02-02T21:10:25+00:00
INC-20250202-025598,STA-049,Primary Engine,2025-02-02T13:12:25+00:00,2025-02-02T20:34:25+00:00
INC-20240228-025599,STA-009,Hazmat Unit,2024-02-28T07:29:14+00:00,2024-02-28T09:08:14+00:00
INC-20250407-025600,STA-016,Battalion Chief,2025-04-07T07:26:26+00:00,2025-04-07T09:22:26+00:00
INC-20240202-025601,STA-033,Hazmat Unit,2024-02-02T06:20:05+00:00,2024-02-02T07:19:05+00:00
INC-20240911-025602,STA-044,Primary Engine,2024-09-11T21:40:15+00:00,2024-09-11T22:47:15+00:00
INC-20240911-025602,STA-063,Rescue Squad,2024-09-11T21:42:15+00:00,2024-09-11T23:17:15+00:00
INC-20240911-025602,STA-011,Ladder Truck,2024-09-11T21:43:15+00:00,2024-09-11T22:55:15+00:00
INC-20250930-025603,STA-042,Hazmat Unit,2025-09-30T03:19:25+00:00,2025-09-30T09:29:25+00:00
INC-20250930-025603,STA-087,Battalion Chief,2025-09-30T03:21:25+00:00,2025-09-30T09:27:25+00:00
INC-20250930-025603,STA-026,Hazmat Unit,2025-09-30T03:19:25+00:00,2025-09-30T09:19:25+00:00
INC-20241230-025604,STA-040,Ladder Truck,2024-12-30T09:59:18+00:00,2024-12-30T16:50:18+00:00
INC-20241230-025604,STA-011,Rescue Squad,2024-12-30T09:58:18+00:00,2024-12-30T17:07:18+00:00
INC-20241230-025604,STA-045,Ladder Truck,2024-12-30T09:58:18+00:00,2024-12-30T16:44:18+00:00
INC-20250908-025605,STA-065,Battalion Chief,2025-09-08T10:24:40+00:00,2025-09-08T16:22:40+00:00
INC-20250908-025605,STA-033,Hazmat Unit,2025-09-08T10:22:40+00:00,2025-09-08T16:23:40+00:00
INC-20250707-025606,STA-018,Battalion Chief,2025-07-07T21:21:16+00:00,2025-07-08T04:24:16+00:00
INC-20250707-025606,STA-068,Primary Engine,2025-07-07T21:21:16+00:00,2025-07-08T04:43:16+00:00
INC-20250326-025607,STA-059,Primary Engine,2025-03-26T02:50:54+00:00,2025-03-26T09:05:54+00:00
INC-20250326-025607,STA-095,Rescue Squad,2025-03-26T02:52:54+00:00,2025-03-26T09:08:54+00:00
INC-20250810-025608,STA-009,Rescue Squad,2025-08-10T18:12:12+00:00,2025-08-10T19:43:12+00:00
INC-20230607-025609,STA-089,Battalion Chief,2023-06-07T16:04:34+00:00,2023-06-07T17:40:34+00:00
INC-20241219-025610,STA-058,Rescue Squad,2024-12-19T16:49:47+00:00,2024-12-19T20:24:47+00:00
INC-20240324-025611,STA-020,Rescue Squad,2024-03-24T18:37:31+00:00,2024-03-25T03:11:31+00:00
INC-20240324-025611,STA-033,Rescue Squad,2024-03-24T18:37:31+00:00,2024-03-25T02:44:31+00:00
INC-20240324-025611,STA-016,Rescue Squad,2024-03-24T18:37:31+00:00,2024-03-25T02:42:31+00:00
INC-20250306-025612,STA-047,Primary Engine,2025-03-06T10:19:03+00:00,2025-03-06T15:08:03+00:00
INC-20250306-025612,STA-002,Water Tender,2025-03-06T10:22:03+00:00,2025-03-06T15:20:03+00:00
INC-20240630-025613,STA-023,Primary Engine,2024-06-30T15:45:42+00:00,2024-06-30T22:25:42+00:00
INC-20240630-025613,STA-090,Ladder Truck,2024-06-30T15:46:42+00:00,2024-06-30T22:21:42+00:00
INC-20240630-025613,STA-036,Hazmat Unit,2024-06-30T15:43:42+00:00,2024-06-30T22:38:42+00:00
INC-20250718-025614,STA-045,Hazmat Unit,2025-07-18T20:43:05+00:00,2025-07-19T02:04:05+00:00
INC-20250718-025614,STA-094,Primary Engine,2025-07-18T20:45:05+00:00,2025-07-19T02:14:05+00:00
INC-20250507-025615,STA-044,Hazmat Unit,2025-05-07T05:53:27+00:00,2025-05-07T10:02:27+00:00
INC-20251024-025616,STA-014,Ladder Truck,2025-10-24T17:01:49+00:00,2025-10-25T00:25:49+00:00
INC-20251024-025616,STA-022,Ladder Truck,2025-10-24T17:03:49+00:00,2025-10-25T00:15:49+00:00
INC-20241015-025617,STA-030,Ladder Truck,2024-10-15T09:37:58+00:00,2024-10-15T15:51:58+00:00
INC-20250715-025618,STA-059,Primary Engine,2025-07-15T01:32:24+00:00,2025-07-15T10:00:24+00:00
INC-20250715-025618,STA-016,Primary Engine,2025-07-15T01:31:24+00:00,2025-07-15T09:39:24+00:00
INC-20250715-025618,STA-057,Ladder Truck,2025-07-15T01:32:24+00:00,2025-07-15T09:51:24+00:00
INC-20250516-025619,STA-040,Battalion Chief,2025-05-16T05:39:58+00:00,2025-05-16T06:44:58+00:00
INC-20250516-025619,STA-019,Rescue Squad,2025-05-16T05:39:58+00:00,2025-05-16T06:45:58+00:00
INC-20250913-025620,STA-003,Hazmat Unit,2025-09-13T00:34:11+00:00,2025-09-13T06:48:11+00:00
INC-20250913-025620,STA-001,Rescue Squad,2025-09-13T00:34:11+00:00,2025-09-13T07:08:11+00:00
INC-20250913-025620,STA-063,Hazmat Unit,2025-09-13T00:36:11+00:00,2025-09-13T06:40:11+00:00
INC-20250712-025621,STA-032,Rescue Squad,2025-07-12T20:50:31+00:00,2025-07-12T22:14:31+00:00
INC-20250712-025621,STA-014,Water Tender,2025-07-12T20:53:31+00:00,2025-07-12T21:57:31+00:00
INC-20250712-025621,STA-071,Battalion Chief,2025-07-12T20:50:31+00:00,2025-07-12T22:09:31+00:00
INC-20250305-025622,STA-069,Hazmat Unit,2025-03-05T04:39:49+00:00,2025-03-05T12:21:49+00:00
INC-20250305-025622,STA-017,Water Tender,2025-03-05T04:42:49+00:00,2025-03-05T12:37:49+00:00
INC-20250305-025622,STA-092,Battalion Chief,2025-03-05T04:41:49+00:00,2025-03-05T12:32:49+00:00
INC-20240907-025623,STA-065,Primary Engine,2024-09-07T21:09:39+00:00,2024-09-08T02:24:39+00:00
INC-20240907-025623,STA-008,Battalion Chief,2024-09-07T21:08:39+00:00,2024-09-08T02:38:39+00:00
INC-20250727-025624,STA-079,Primary Engine,2025-07-27T03:16:06+00:00,2025-07-27T06:25:06+00:00
INC-20250727-025624,STA-077,Rescue Squad,2025-07-27T03:12:06+00:00,2025-07-27T06:03:06+00:00
INC-20250727-025624,STA-082,Rescue Squad,2025-07-27T03:14:06+00:00,2025-07-27T06:34:06+00:00
INC-20250614-025625,STA-002,Hazmat Unit,2025-06-14T23:37:46+00:00,2025-06-15T06:39:46+00:00
INC-20250614-025625,STA-043,Hazmat Unit,2025-06-14T23:35:46+00:00,2025-06-15T06:48:46+00:00
INC-20240711-025626,STA-053,Hazmat Unit,2024-07-11T13:47:21+00:00,2024-07-11T19:56:21+00:00
INC-20250316-025627,STA-049,Ladder Truck,2025-03-16T21:04:11+00:00,2025-03-17T00:04:11+00:00
INC-20241216-025628,STA-097,Battalion Chief,2024-12-16T18:31:49+00:00,2024-12-16T21:56:49+00:00
INC-20241216-025628,STA-050,Rescue Squad,2024-12-16T18:30:49+00:00,2024-12-16T21:50:49+00:00
INC-20250206-025629,STA-030,Primary Engine,2025-02-06T12:16:08+00:00,2025-02-06T16:31:08+00:00
INC-20250206-025629,STA-015,Water Tender,2025-02-06T12:13:08+00:00,2025-02-06T16:11:08+00:00
INC-20241225-025630,STA-047,Water Tender,2024-12-25T11:11:38+00:00,2024-12-25T15:57:38+00:00
INC-20241225-025630,STA-071,Primary Engine,2024-12-25T11:11:38+00:00,2024-12-25T15:43:38+00:00
INC-20241225-025630,STA-012,Hazmat Unit,2024-12-25T11:11:38+00:00,2024-12-25T16:09:38+00:00
INC-20250526-025631,STA-081,Primary Engine,2025-05-26T22:28:22+00:00,2025-05-27T02:27:22+00:00
INC-20250526-025631,STA-072,Rescue Squad,2025-05-26T22:26:22+00:00,2025-05-27T02:30:22+00:00
INC-20251022-025632,STA-072,Battalion Chief,2025-10-22T08:30:16+00:00,2025-10-22T16:42:16+00:00
INC-20250919-025633,STA-054,Battalion Chief,2025-09-19T08:00:22+00:00,2025-09-19T10:55:22+00:00
INC-20250919-025633,STA-006,Rescue Squad,2025-09-19T08:01:22+00:00,2025-09-19T10:40:22+00:00
INC-20240925-025634,STA-083,Ladder Truck,2024-09-25T15:01:59+00:00,2024-09-25T20:10:59+00:00
INC-20240925-025634,STA-087,Ladder Truck,2024-09-25T15:04:59+00:00,2024-09-25T20:24:59+00:00
INC-20240925-025634,STA-031,Water Tender,2024-09-25T15:02:59+00:00,2024-09-25T19:58:59+00:00
INC-20240208-025635,STA-076,Battalion Chief,2024-02-08T04:12:17+00:00,2024-02-08T05:32:17+00:00
INC-20240208-025635,STA-063,Water Tender,2024-02-08T04:10:17+00:00,2024-02-08T05:22:17+00:00
INC-20240208-025635,STA-039,Battalion Chief,2024-02-08T04:11:17+00:00,2024-02-08T04:59:17+00:00
INC-20240427-025636,STA-043,Rescue Squad,2024-04-27T06:42:02+00:00,2024-04-27T14:19:02+00:00
INC-20240427-025636,STA-079,Water Tender,2024-04-27T06:44:02+00:00,2024-04-27T14:05:02+00:00
INC-20230508-025637,STA-088,Primary Engine,2023-05-08T09:24:59+00:00,2023-05-08T10:14:59+00:00
